Order_No,Order_Date,Retailer_Country,Retailer_Type,Order_Mode,Product_Category,Product_Type,Product,Revenue,Quantity,Gross margin
12089 -2012,1/28/2012,Singapore,Department Store,Web,Camping Equipment,Lanterns,Firefly 4,6654.48,233,0.3697479
12090 -2012,5/1/2012,Singapore,Department Store,Web,Camping Equipment,Lanterns,EverGlow Single,12287.55,363,0.46706056
12091 -2012,4/28/2012,Singapore,Department Store,Web,Camping Equipment,Lanterns,EverGlow Double,2351.06,46,0.43748777
12092 -2012,10/25/2012,Singapore,Department Store,Web,Camping Equipment,Lanterns,EverGlow Kerosene,8843.12,286,0.35316947
12093 -2012,7/7/2012,Singapore,Department Store,Web,Camping Equipment,Lanterns,EverGlow Lamp,14865.98,551,0.33395107
12094 -2012,9/4/2012,Singapore,Department Store,Web,Camping Equipment,Lanterns,Flicker Lantern,7761.12,228,0.54112808
12095 -2012,10/20/2012,Singapore,Department Store,Web,Personal Accessories,Knives,Single Edge,33736.09,2809,0.28726062
12096 -2012,10/5/2012,Singapore,Department Store,Web,Personal Accessories,Knives,Double Edge,8328.24,516,0.29182156
12097 -2012,7/10/2012,Singapore,Department Store,Web,Personal Accessories,Knives,Bear Edge,26118.7,667,0.3991083
12098 -2012,4/26/2012,Singapore,Department Store,Web,Personal Accessories,Knives,Bear Survival Edge,12202.16,139,0.48738584
12099 -2012,5/13/2012,Singapore,Department Store,Web,Personal Accessories,Knives,Max Gizmo,4966,130,0.53857833
12100 -2012,9/9/2012,Singapore,Department Store,Web,Personal Accessories,Knives,Pocket Gizmo,6856.4,562,0.59609562
12101 -2012,6/7/2012,Singapore,Department Store,Web,Personal Accessories,Binoculars,Seeker 50,43742.82,347,0.26558782
12102 -2012,11/11/2012,Singapore,Department Store,Web,Personal Accessories,Binoculars,Seeker Mini,10214.61,127,0.50267313
12103 -2012,8/21/2012,Singapore,Department Store,Web,Personal Accessories,Binoculars,Opera Vision,22000,200,0.54084
12104 -2012,10/28/2012,Singapore,Department Store,Web,Personal Accessories,Binoculars,Ranger Vision,23680,148,0.43305659
12105 -2012,4/16/2012,Singapore,Department Store,Web,Personal Accessories,Navigation,Glacier Basic,21044.7,670,0.36326011
12106 -2012,12/1/2012,Singapore,Department Store,Web,Personal Accessories,Navigation,Glacier Deluxe,20668.2,228,0.37970215
12107 -2012,1/14/2012,Singapore,Department Store,Web,Personal Accessories,Navigation,Glacier GPS,49597.96,452,0.28415201
12108 -2012,9/18/2012,Singapore,Department Store,Web,Personal Accessories,Navigation,Trail Scout,12376,52,0.34978992
12109 -2012,2/22/2012,Singapore,Department Store,Web,Outdoor Protection,Insect Repellents,BugShield Natural,6634.8,1140,0.68041237
12110 -2012,8/26/2012,Singapore,Department Store,Web,Outdoor Protection,Insect Repellents,BugShield Spray,12121.05,2073,0.68702464
12111 -2012,7/4/2012,Singapore,Department Store,Web,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,4532.92,655,0.72834288
12112 -2012,5/2/2012,Singapore,Department Store,Web,Outdoor Protection,Insect Repellents,BugShield Lotion,9099.86,1342,0.65638372
12113 -2012,11/7/2012,Singapore,Department Store,Web,Outdoor Protection,Sunscreen,Sun Blocker,7771.2,1619,0.59375
12114 -2012,8/27/2012,Singapore,Department Store,Web,Outdoor Protection,Sunscreen,Sun Shelter Stick,4303.5,906,0.58736842
12115 -2012,5/16/2012,Singapore,Department Store,Web,Outdoor Protection,Sunscreen,Sun Shelter 15,5818.6,1238,0.61914894
12116 -2012,2/15/2012,Singapore,Department Store,Web,Outdoor Protection,Sunscreen,Sun Shelter 30,9842,2072,0.61052632
12117 -2012,11/4/2012,Singapore,Department Store,Web,Outdoor Protection,Sunscreen,Sun Shield,6209.64,1101,0.5106383
12118 -2012,1/2/2012,Singapore,Department Store,Web,Outdoor Protection,First Aid,Compact Relief Kit,3471.16,154,0.60070985
12119 -2012,7/29/2012,Singapore,Department Store,Web,Outdoor Protection,First Aid,Deluxe Family Relief Kit,8385.65,247,0.58645066
12120 -2012,8/1/2012,Singapore,Department Store,Web,Outdoor Protection,First Aid,Aloe Relief,1919.41,367,0.63288719
12121 -2012,11/14/2012,Singapore,Department Store,Web,Golf Equipment,Irons,Hailstorm Titanium Irons,68079.96,78,0.43751289
12122 -2012,3/9/2012,Singapore,Department Store,Web,Golf Equipment,Woods,Hailstorm Titanium Woods Set,93195.96,78,0.42250716
12123 -2012,1/18/2012,Singapore,Department Store,Web,Golf Equipment,Woods,Lady Hailstorm Steel Woods Set,41096.16,48,0.44845066
12124 -2012,12/13/2012,Singapore,Department Store,Web,Golf Equipment,Putters,Course Pro Putter,82076,1136,0.51695502
12125 -2012,3/17/2012,Singapore,Department Store,Web,Golf Equipment,Putters,Blue Steel Putter,16769.43,201,0.50617284
12126 -2012,4/11/2012,Singapore,Department Store,Web,Golf Equipment,Putters,Blue Steel Max Putter,38542.33,227,0.45933212
12127 -2012,3/15/2012,Singapore,Department Store,Web,Golf Equipment,Golf Accessories,Course Pro Golf Bag,19789.44,96,0.61336955
12128 -2012,7/14/2012,Singapore,Direct Marketing,Web,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,18749.08,812,0.31009095
12129 -2012,3/27/2012,Singapore,Direct Marketing,Web,Camping Equipment,Cooking Gear,TrailChef Deluxe Cook Set,0,34,
12130 -2012,3/22/2012,Singapore,Direct Marketing,Web,Camping Equipment,Cooking Gear,TrailChef Double Flame,5160.18,34,0.50583119
12131 -2012,12/3/2012,Singapore,Direct Marketing,Web,Camping Equipment,Cooking Gear,TrailChef Kettle,24391.52,1942,0.59315287
12132 -2012,4/27/2012,Singapore,Direct Marketing,Web,Camping Equipment,Sleeping Bags,Hibernator Self - Inflating Mat,50005.34,418,0.5440107
12133 -2012,1/6/2012,Singapore,Direct Marketing,Web,Camping Equipment,Packs,Canyon Mule Journey Backpack,66584.51,191,0.38805542
12134 -2012,9/12/2012,Singapore,Direct Marketing,Web,Camping Equipment,Lanterns,Firefly 2,930.58,34,0.45999269
12135 -2012,9/22/2012,Singapore,Direct Marketing,Web,Camping Equipment,Lanterns,Firefly Multi-light,11938.59,459,0.31641676
12136 -2012,5/20/2012,Singapore,Direct Marketing,Web,Camping Equipment,Lanterns,EverGlow Lamp,23162.25,1041,0.5505618
12137 -2012,1/25/2012,Singapore,Direct Marketing,Web,Personal Accessories,Binoculars,Seeker Extreme,11332.86,66,0.45186652
12138 -2012,3/17/2012,Singapore,Direct Marketing,Web,Outdoor Protection,Insect Repellents,BugShield Lotion,5412.54,789,0.66034985
12139 -2012,3/21/2012,Singapore,Direct Marketing,Web,Outdoor Protection,Sunscreen,Sun Shelter 15,4893.65,1009,0.63092784
12140 -2012,12/12/2012,Singapore,Direct Marketing,Web,Outdoor Protection,Sunscreen,Sun Shield,6052.8,1040,0.5257732
12141 -2012,2/27/2012,Singapore,Warehouse Store,Web,Camping Equipment,Cooking Gear,TrailChef Water Bag,21949.74,3546,0.5266559
12142 -2012,7/26/2012,Singapore,Warehouse Store,Web,Camping Equipment,Cooking Gear,TrailChef Canteen,10400.4,856,0.45514403
12143 -2012,3/12/2012,Singapore,Warehouse Store,Web,Camping Equipment,Cooking Gear,TrailChef Double Flame,33667.76,236,0.4742745
12144 -2012,6/3/2012,Singapore,Warehouse Store,Web,Camping Equipment,Sleeping Bags,Hibernator Lite,57328.36,677,0.29145017
12145 -2012,8/9/2012,Singapore,Warehouse Store,Web,Camping Equipment,Sleeping Bags,Hibernator,66939.7,485,0.3769019
12146 -2012,4/5/2012,Singapore,Warehouse Store,Web,Camping Equipment,Sleeping Bags,Hibernator Pillow,6037.7,349,0.52947977
12147 -2012,3/8/2012,Singapore,Warehouse Store,Web,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,38105.48,388,0.33560737
12148 -2012,8/29/2012,Singapore,Warehouse Store,Web,Camping Equipment,Lanterns,Firefly Lite,12805.95,885,0.53351762
12149 -2012,11/27/2012,Singapore,Warehouse Store,Web,Camping Equipment,Lanterns,Firefly 2,12122.64,452,0.37844892
12150 -2012,5/5/2012,Singapore,Warehouse Store,Web,Camping Equipment,Lanterns,Firefly Multi-light,5566.14,214,0.31641676
12151 -2012,7/24/2012,Singapore,Warehouse Store,Web,Camping Equipment,Lanterns,EverGlow Single,22884.24,983,0.3556701
12152 -2012,3/23/2012,Singapore,Warehouse Store,Web,Camping Equipment,Lanterns,EverGlow Kerosene,6987.92,226,0.35316947
12153 -2012,6/1/2012,Singapore,Warehouse Store,Web,Personal Accessories,Knives,Single Edge,29124.25,2425,0.28726062
12154 -2012,3/7/2012,Singapore,Warehouse Store,Web,Personal Accessories,Binoculars,Seeker Mini,9329.88,116,0.50267313
12155 -2012,9/2/2012,Singapore,Warehouse Store,Web,Personal Accessories,Navigation,Trail Master,37750,151,0.0522
12156 -2012,5/28/2012,Singapore,Warehouse Store,Web,Outdoor Protection,Insect Repellents,BugShield Natural,6041.16,1038,0.68041237
12157 -2012,12/15/2012,Singapore,Warehouse Store,Web,Outdoor Protection,Sunscreen,Sun Shelter Stick,8285.9,1691,0.6
12158 -2012,5/21/2012,Singapore,Warehouse Store,Web,Outdoor Protection,First Aid,Compact Relief Kit,6874.7,305,0.60070985
12159 -2012,2/26/2012,Singapore,Warehouse Store,Web,Outdoor Protection,First Aid,Calamine Relief,1092,182,0.52833333
12160 -2012,6/1/2012,Singapore,Equipment Rental Store,Web,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,15862.83,687,0.31009095
12161 -2012,5/16/2012,Singapore,Equipment Rental Store,Web,Camping Equipment,Cooking Gear,TrailChef Cup,4824.45,1359,0.76056338
12162 -2012,9/5/2012,Singapore,Equipment Rental Store,Web,Camping Equipment,Cooking Gear,TrailChef Deluxe Cook Set,0,31,
12163 -2012,2/17/2012,Singapore,Equipment Rental Store,Web,Camping Equipment,Cooking Gear,TrailChef Single Flame,46065.84,734,0.26099426
12164 -2012,6/4/2012,Singapore,Equipment Rental Store,Web,Camping Equipment,Cooking Gear,TrailChef Double Flame,24534.61,170,0.48032596
12165 -2012,11/5/2012,Singapore,Equipment Rental Store,Web,Camping Equipment,Sleeping Bags,Hibernator Pad,13051.33,331,0.51382196
12166 -2012,2/3/2012,Singapore,Equipment Rental Store,Web,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,23668.61,241,0.33560737
12167 -2012,4/12/2012,Singapore,Equipment Rental Store,Web,Camping Equipment,Lanterns,Firefly 2,848.47,31,0.45999269
12168 -2012,6/15/2012,Singapore,Equipment Rental Store,Web,Camping Equipment,Lanterns,EverGlow Double,1877.4,36,0.44870566
12169 -2012,8/15/2012,Singapore,Equipment Rental Store,Web,Camping Equipment,Lanterns,EverGlow Kerosene,8193.8,265,0.35316947
12170 -2012,5/23/2012,Singapore,Equipment Rental Store,Web,Outdoor Protection,Sunscreen,Sun Shelter 30,12318.7,2621,0.60638298
12171 -2012,3/26/2012,Singapore,Equipment Rental Store,Web,Golf Equipment,Woods,Hailstorm Steel Woods Set,55610.4,85,0.47786745
12172 -2012,10/13/2012,Singapore,Equipment Rental Store,Web,Golf Equipment,Golf Accessories,Course Pro Golf Bag,14429.8,70,0.61336955
12173 -2012,8/13/2012,Singapore,Outdoors Shop,Web,Camping Equipment,Cooking Gear,TrailChef Canteen,12499.17,1039,0.44970906
12174 -2012,3/6/2012,Singapore,Outdoors Shop,Web,Camping Equipment,Cooking Gear,TrailChef Cup,14526.65,5720,0.6653048
12175 -2012,11/9/2012,Singapore,Outdoors Shop,Web,Camping Equipment,Cooking Gear,TrailChef Cook Set,95215.31,2098,0.24412902
12176 -2012,3/22/2012,Singapore,Outdoors Shop,Web,Camping Equipment,Cooking Gear,TrailChef Deluxe Cook Set,62921.04,547,0.32011057
12177 -2012,2/12/2012,Singapore,Outdoors Shop,Web,Camping Equipment,Cooking Gear,TrailChef Double Flame,39513.91,275,0.47803191
12178 -2012,2/24/2012,Singapore,Outdoors Shop,Web,Camping Equipment,Cooking Gear,TrailChef Kettle,24881.36,1981,0.59315287
12179 -2012,9/17/2012,Singapore,Outdoors Shop,Web,Camping Equipment,Cooking Gear,TrailChef Utensils,30576.17,1645,0.46199933
12180 -2012,1/13/2012,Singapore,Outdoors Shop,Web,Camping Equipment,Sleeping Bags,Hibernator Lite,59106.64,698,0.29145017
12181 -2012,6/16/2012,Singapore,Outdoors Shop,Web,Camping Equipment,Sleeping Bags,Hibernator,74944.86,543,0.3769019
12182 -2012,7/28/2012,Singapore,Outdoors Shop,Web,Camping Equipment,Sleeping Bags,Hibernator Extreme,76264.38,306,0.39814629
12183 -2012,1/5/2012,Singapore,Outdoors Shop,Web,Camping Equipment,Sleeping Bags,Hibernator Self - Inflating Mat,43784.58,366,0.5440107
12184 -2012,3/9/2012,Singapore,Outdoors Shop,Web,Camping Equipment,Sleeping Bags,Hibernator Pad,14313.09,363,0.51382196
12185 -2012,12/13/2012,Singapore,Outdoors Shop,Web,Camping Equipment,Packs,Canyon Mule Climber Backpack,65747.5,910,0.2733564
12186 -2012,7/12/2012,Singapore,Outdoors Shop,Web,Camping Equipment,Packs,Canyon Mule Journey Backpack,81923.35,235,0.38805542
12187 -2012,5/24/2012,Singapore,Outdoors Shop,Web,Camping Equipment,Packs,Canyon Mule Extreme Backpack,60171.71,139,0.4481739
12188 -2012,5/8/2012,Singapore,Outdoors Shop,Web,Camping Equipment,Packs,Canyon Mule Cooler,18538.02,569,0.50890117
12189 -2012,10/8/2012,Singapore,Outdoors Shop,Web,Camping Equipment,Packs,Canyon Mule Carryall,30814.14,446,0.40396584
12190 -2012,8/5/2012,Singapore,Outdoors Shop,Web,Camping Equipment,Lanterns,Firefly Mapreader,8658.4,548,0.52531646
12191 -2012,9/27/2012,Singapore,Outdoors Shop,Web,Camping Equipment,Lanterns,Firefly 2,848.47,31,0.45999269
12192 -2012,12/22/2012,Singapore,Outdoors Shop,Web,Camping Equipment,Lanterns,Firefly 4,6722.05,233,0.37608319
12193 -2012,12/7/2012,Singapore,Outdoors Shop,Web,Camping Equipment,Lanterns,Firefly Extreme,15754.9,317,0.43420523
12194 -2012,4/8/2012,Singapore,Outdoors Shop,Web,Camping Equipment,Lanterns,Flicker Lantern,14807.4,435,0.54112808
12195 -2012,1/4/2012,Singapore,Outdoors Shop,Web,Mountaineering Equipment,Rope,Husky Rope 50,43164.8,287,0.32905585
12196 -2012,10/24/2012,Singapore,Outdoors Shop,Web,Mountaineering Equipment,Rope,Husky Rope 60,15538.2,87,0.29165733
12197 -2012,2/13/2012,Singapore,Outdoors Shop,Web,Mountaineering Equipment,Rope,Husky Rope 100,41710.08,128,0.30126435
12198 -2012,6/18/2012,Singapore,Outdoors Shop,Web,Mountaineering Equipment,Rope,Husky Rope 200,37833.6,70,0.31477575
12199 -2012,9/13/2012,Singapore,Outdoors Shop,Web,Mountaineering Equipment,Safety,Granite Climbing Helmet,30815.08,443,0.24468085
12200 -2012,10/2/2012,Singapore,Outdoors Shop,Web,Mountaineering Equipment,Safety,Husky Harness,16435.9,269,0.28363339
12201 -2012,11/6/2012,Singapore,Outdoors Shop,Web,Mountaineering Equipment,Safety,Husky Harness Extreme,36500.2,353,0.47843327
12202 -2012,1/6/2012,Singapore,Outdoors Shop,Web,Mountaineering Equipment,Safety,Granite Signal Mirror,17001.6,736,0.38787879
12203 -2012,12/20/2012,Singapore,Outdoors Shop,Web,Mountaineering Equipment,Climbing Accessories,Granite Carabiner,22054.28,5840,0.48098963
12204 -2012,10/12/2012,Singapore,Outdoors Shop,Web,Mountaineering Equipment,Climbing Accessories,Granite Belay,33360.6,507,0.47613982
12205 -2012,10/12/2012,Singapore,Outdoors Shop,Web,Mountaineering Equipment,Climbing Accessories,Granite Pulley,27866.16,756,0.50217037
12206 -2012,2/8/2012,Singapore,Outdoors Shop,Web,Mountaineering Equipment,Climbing Accessories,Firefly Climbing Lamp,6477.93,167,0.42768755
12207 -2012,8/5/2012,Singapore,Outdoors Shop,Web,Mountaineering Equipment,Climbing Accessories,Firefly Charger,27242,530,0.56498054
12208 -2012,11/15/2012,Singapore,Outdoors Shop,Web,Mountaineering Equipment,Climbing Accessories,Firefly Rechargeable Battery,17979.92,2317,0.59407216
12209 -2012,5/6/2012,Singapore,Outdoors Shop,Web,Mountaineering Equipment,Climbing Accessories,Granite Chalk Bag,6703.2,380,0.51643991
12210 -2012,6/25/2012,Singapore,Outdoors Shop,Web,Mountaineering Equipment,Tools,Granite Ice,18424,245,0.48178191
12211 -2012,10/22/2012,Singapore,Outdoors Shop,Web,Mountaineering Equipment,Tools,Granite Hammer,30222.36,402,0.2434158
12212 -2012,1/3/2012,Singapore,Outdoors Shop,Web,Mountaineering Equipment,Tools,Granite Shovel,8204.79,141,0.33699948
12213 -2012,4/23/2012,Singapore,Outdoors Shop,Web,Mountaineering Equipment,Tools,Granite Grip,10010.4,516,0.49020619
12214 -2012,10/19/2012,Singapore,Outdoors Shop,Web,Mountaineering Equipment,Tools,Granite Axe,25804.8,672,0.49166667
12215 -2012,5/2/2012,Singapore,Outdoors Shop,Web,Mountaineering Equipment,Tools,Granite Extreme,34291.2,456,0.38138298
12216 -2012,3/3/2012,Singapore,Outdoors Shop,Web,Personal Accessories,Knives,Double Edge,7160.09,439,0.29920294
12217 -2012,10/2/2012,Singapore,Outdoors Shop,Web,Personal Accessories,Knives,Edge Extreme,72568.95,645,0.28895209
12218 -2012,5/29/2012,Singapore,Outdoors Shop,Web,Personal Accessories,Knives,Bear Survival Edge,5555.6,86,0.37306502
12219 -2012,6/16/2012,Singapore,Outdoors Shop,Web,Personal Accessories,Knives,Max Gizmo,19291,505,0.53891867
12220 -2012,2/27/2012,Singapore,Outdoors Shop,Web,Personal Accessories,Knives,Pocket Gizmo,23594.8,1934,0.60629927
12221 -2012,3/3/2012,Singapore,Outdoors Shop,Web,Personal Accessories,Binoculars,Seeker 35,21278.55,215,0.28069112
12222 -2012,3/28/2012,Singapore,Outdoors Shop,Web,Personal Accessories,Binoculars,Seeker Extreme,16312.45,95,0.45186652
12223 -2012,7/9/2012,Singapore,Outdoors Shop,Web,Personal Accessories,Binoculars,Ranger Vision,45600,285,0.42128158
12224 -2012,7/21/2012,Singapore,Outdoors Shop,Web,Personal Accessories,Navigation,Glacier Basic,19170.96,604,0.36988028
12225 -2012,2/15/2012,Singapore,Outdoors Shop,Web,Personal Accessories,Navigation,Glacier GPS,30395.21,277,0.28415201
12226 -2012,12/16/2012,Singapore,Outdoors Shop,Web,Personal Accessories,Navigation,Glacier GPS Extreme,64899.84,192,0.4779303
12227 -2012,3/1/2012,Singapore,Outdoors Shop,Web,Personal Accessories,Navigation,Trail Master,12045,33,0.35082192
12228 -2012,4/23/2012,Singapore,Outdoors Shop,Web,Personal Accessories,Navigation,Trail Scout,17612,74,0.35798319
12229 -2012,2/12/2012,Singapore,Outdoors Shop,Web,Personal Accessories,Navigation,Sky Pilot,7518,21,0.33706704
12230 -2012,6/26/2012,Singapore,Outdoors Shop,Web,Outdoor Protection,Insect Repellents,BugShield Natural,7228.44,1242,0.68041237
12231 -2012,11/11/2012,Singapore,Outdoors Shop,Web,Outdoor Protection,Insect Repellents,BugShield Extreme,47859.14,7224,0.63471805
12232 -2012,10/17/2012,Singapore,Outdoors Shop,Web,Outdoor Protection,Sunscreen,Sun Blocker,2900.8,592,0.60204082
12233 -2012,11/7/2012,Singapore,Outdoors Shop,Web,Outdoor Protection,Sunscreen,Sun Shield,6070.26,1043,0.5257732
12234 -2012,2/15/2012,Singapore,Outdoors Shop,Web,Outdoor Protection,First Aid,Deluxe Family Relief Kit,5092.5,150,0.58645066
12235 -2012,1/19/2012,Singapore,Outdoors Shop,Web,Outdoor Protection,First Aid,Insect Bite Relief,1788,298,0.54
12236 -2012,2/24/2012,Singapore,Outdoors Shop,Special,Camping Equipment,Cooking Gear,TrailChef Water Bag,40123.58,6482,0.5266559
12237 -2012,4/17/2012,Singapore,Outdoors Shop,Special,Camping Equipment,Cooking Gear,TrailChef Deluxe Cook Set,52434.2,430,0.34754797
12238 -2012,9/29/2012,Singapore,Outdoors Shop,Special,Camping Equipment,Cooking Gear,TrailChef Single Flame,38848.44,619,0.26099426
12239 -2012,11/29/2012,Singapore,Outdoors Shop,Special,Camping Equipment,Cooking Gear,TrailChef Kettle,21088.24,1679,0.59315287
12240 -2012,6/6/2012,Singapore,Outdoors Shop,Special,Camping Equipment,Packs,Canyon Mule Extreme Backpack,58873.04,136,0.4481739
12241 -2012,8/25/2012,Singapore,Outdoors Shop,Special,Camping Equipment,Lanterns,Firefly 4,5510.35,191,0.37608319
12242 -2012,2/11/2012,Singapore,Outdoors Shop,Special,Camping Equipment,Lanterns,Firefly Extreme,6063.4,122,0.43420523
12243 -2012,7/3/2012,Singapore,Outdoors Shop,Special,Camping Equipment,Lanterns,EverGlow Single,15300.2,452,0.46706056
12244 -2012,6/28/2012,Singapore,Outdoors Shop,Special,Camping Equipment,Lanterns,EverGlow Butane,6876.36,108,0.36186587
12245 -2012,7/27/2012,Singapore,Outdoors Shop,Special,Mountaineering Equipment,Rope,Husky Rope 50,21958.4,146,0.32905585
12246 -2012,6/3/2012,Singapore,Outdoors Shop,Special,Mountaineering Equipment,Rope,Husky Rope 60,12859.2,72,0.29165733
12247 -2012,5/5/2012,Singapore,Outdoors Shop,Special,Mountaineering Equipment,Rope,Husky Rope 100,40406.64,124,0.30126435
12248 -2012,9/21/2012,Singapore,Outdoors Shop,Special,Mountaineering Equipment,Rope,Husky Rope 200,40536,75,0.31477575
12249 -2012,9/15/2012,Singapore,Outdoors Shop,Special,Mountaineering Equipment,Safety,Granite Climbing Helmet,25041.6,360,0.24468085
12250 -2012,11/8/2012,Singapore,Outdoors Shop,Special,Mountaineering Equipment,Safety,Husky Harness,15275,250,0.28363339
12251 -2012,9/2/2012,Singapore,Outdoors Shop,Special,Mountaineering Equipment,Safety,Husky Harness Extreme,41256.6,399,0.47843327
12252 -2012,6/15/2012,Singapore,Outdoors Shop,Special,Mountaineering Equipment,Climbing Accessories,Firefly Climbing Lamp,16933.95,605,0.28617363
